id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
1138,the american market faces imbalance with non reciprocal partners and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,2,8,5.0,trump_tariff_speech
1139,american businesses gets the short end from non reciprocal partners and tariffs will rebalance trade,simplified economic argument suggesting tariffs will fix trade deficits,15,25,1,7,4.5,trump_tariff_speech
1140,the united states has been cheated by unfair trade partners and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,16,25,1,6,4.0,trump_tariff_speech
1141,american businesses is taken advantage of by overseas economies and new tariffs will respond,rhetorical justification for protectionist tariff policy,14,25,1,6,4.0,trump_tariff_speech
1142,our domestic producers suffers losses from non reciprocal partners and tariffs will protect jobs,political messaging emphasizing america first trade ideology,14,25,0,4,3.0,trump_tariff_speech
1143,america has been treated unfairly by global competitors and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,13,25,1,7,4.5,trump_tariff_speech
1144,the united states is harmed by state backed competitors and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,7,4.5,trump_tariff_speech
1145,america gets the short end from other countries and tariffs are needed,campaign style messaging supporting protectionist economics,12,25,0,4,3.0,trump_tariff_speech
1146,the american market has been treated unfairly by foreign nations and tariffs are the answer,policy simplification that elevates tariffs as primary solution,15,25,0,4,3.0,trump_tariff_speech
1147,our manufacturing base suffers losses from non reciprocal partners and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,15,25,0,3,2.5,trump_tariff_speech
1148,our manufacturing base is taken advantage of by non reciprocal partners and tariffs must be imposed,rhetorical justification for protectionist tariff policy,16,25,0,3,2.5,trump_tariff_speech
1149,our trade system has been treated unfairly by state backed competitors and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,16,25,0,4,3.0,trump_tariff_speech
1150,the united states has been cheated by certain trading nations and strong tariffs are required,policy simplification that elevates tariffs as primary solution,15,25,0,3,2.5,trump_tariff_speech
1151,our manufacturing base faces imbalance with certain trading nations and new tariffs will respond,economic populism linking job losses to foreign trade behavior,14,25,1,6,4.0,trump_tariff_speech
1152,our industries suffers losses from non reciprocal partners and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,13,25,0,4,3.0,trump_tariff_speech
1153,our country has been cheated by global competitors and tariffs will bring leverage,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,7,4.5,trump_tariff_speech
1154,our country loses billions to unfair trade partners and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,9,5.5,trump_tariff_speech
1155,our manufacturing base is weakened by export heavy countries and new tariffs will respond,campaign style messaging supporting protectionist economics,14,25,0,4,3.0,trump_tariff_speech
1156,our country is harmed by certain trading nations and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
1157,us companies suffers losses from overseas economies and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,1,7,4.5,trump_tariff_speech
1158,america loses billions to certain trading nations and new tariffs will respond,assertive trade narrative framing tariffs as defensive tools,12,25,1,6,4.0,trump_tariff_speech
1159,our economy is taken advantage of by certain trading nations and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,15,25,0,4,3.0,trump_tariff_speech
1160,the united states has been cheated by aggressive exporters and tariffs are the answer,campaign style messaging supporting protectionist economics,14,25,1,5,3.5,trump_tariff_speech
1161,the united states faces imbalance with foreign nations and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,2,9,5.5,trump_tariff_speech
1162,our domestic producers has been cheated by foreign nations and new tariffs will respond,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,2,8,5.0,trump_tariff_speech
1163,the american market has been treated unfairly by aggressive exporters and new tariffs will respond,political messaging emphasizing america first trade ideology,15,25,0,3,2.5,trump_tariff_speech
1164,our domestic producers is taken advantage of by other countries and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,14,25,1,7,4.5,trump_tariff_speech
1165,american factories faces imbalance with aggressive exporters and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
1166,our economy is taken advantage of by overseas economies and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,14,25,2,9,5.5,trump_tariff_speech
1167,us companies is weakened by aggressive exporters and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,11,25,1,5,3.5,trump_tariff_speech
1168,our domestic producers loses billions to other countries and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,13,25,1,6,4.0,trump_tariff_speech
1169,our economy loses billions to foreign nations and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,13,25,2,8,5.0,trump_tariff_speech
1170,our economy is taken advantage of by aggressive exporters and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,2,8,5.0,trump_tariff_speech
1171,us companies suffers losses from foreign nations and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,12,25,2,8,5.0,trump_tariff_speech
1172,us companies has been treated unfairly by certain trading nations and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,15,25,2,9,5.5,trump_tariff_speech
1173,our country loses billions to unfair trade partners and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
1174,american factories loses billions to certain trading nations and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,13,25,1,6,4.0,trump_tariff_speech
1175,american workers is harmed by certain trading nations and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
1176,american businesses is exploited by global competitors and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
1177,us companies is harmed by export heavy countries and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,4,3.0,trump_tariff_speech
1178,our industries has been treated unfairly by foreign nations and tariffs are the answer,economic populism linking job losses to foreign trade behavior,14,25,0,3,2.5,trump_tariff_speech
1179,our country is taken advantage of by unfair trade partners and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,15,25,1,7,4.5,trump_tariff_speech
1180,america is harmed by non reciprocal partners and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,12,25,0,3,2.5,trump_tariff_speech
1181,the american market has been cheated by unfair trade partners and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,15,25,1,6,4.0,trump_tariff_speech
1182,america is taken advantage of by global competitors and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,12,25,1,5,3.5,trump_tariff_speech
1183,the united states has been cheated by global competitors and strong tariffs are required,campaign style messaging supporting protectionist economics,14,25,2,9,5.5,trump_tariff_speech
1184,our economy is harmed by export heavy countries and tariffs are the answer,campaign style messaging supporting protectionist economics,13,25,0,3,2.5,trump_tariff_speech
1185,american businesses has been treated unfairly by global competitors and tariffs must be imposed,campaign style messaging supporting protectionist economics,14,25,1,7,4.5,trump_tariff_speech
1186,the united states suffers losses from unfair trade partners and tariffs will protect jobs,campaign style messaging supporting protectionist economics,14,25,1,5,3.5,trump_tariff_speech
1187,the american market faces imbalance with overseas economies and tariffs will correct the imbalance,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,1,5,3.5,trump_tariff_speech
1188,us companies is weakened by aggressive exporters and tariffs must be imposed,rhetorical justification for protectionist tariff policy,12,25,1,5,3.5,trump_tariff_speech
1189,the american market loses billions to unfair trade partners and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,1,5,3.5,trump_tariff_speech
1190,american workers is exploited by other countries and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,12,25,2,9,5.5,trump_tariff_speech
1191,our economy suffers losses from aggressive exporters and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,11,25,2,9,5.5,trump_tariff_speech
1192,us companies gets the short end from non reciprocal partners and tariffs will bring leverage,political messaging emphasizing america first trade ideology,15,25,1,5,3.5,trump_tariff_speech
1193,our economy is exploited by export heavy countries and new tariffs will respond,economic populism linking job losses to foreign trade behavior,13,25,2,9,5.5,trump_tariff_speech
1194,our economy is harmed by other countries and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,13,25,2,8,5.0,trump_tariff_speech
1195,the american market is taken advantage of by other countries and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,2,9,5.5,trump_tariff_speech
1196,american factories has been cheated by unfair trade partners and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,1,7,4.5,trump_tariff_speech
1197,american businesses is weakened by certain trading nations and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
1198,our industries is exploited by state backed competitors and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,6,4.0,trump_tariff_speech
1199,american factories suffers losses from certain trading nations and tariffs must be imposed,campaign style messaging supporting protectionist economics,13,25,2,8,5.0,trump_tariff_speech
1200,the united states is weakened by export heavy countries and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,0,4,3.0,trump_tariff_speech
1201,the american market has been treated unfairly by aggressive exporters and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,15,25,2,8,5.0,trump_tariff_speech
1202,our domestic producers loses billions to aggressive exporters and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
1203,the united states is exploited by global competitors and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,5,3.5,trump_tariff_speech
1204,our trade system suffers losses from export heavy countries and tariffs are the answer,economic populism linking job losses to foreign trade behavior,14,25,2,9,5.5,trump_tariff_speech
1205,america is weakened by aggressive exporters and tariffs will protect jobs,rhetorical justification for protectionist tariff policy,11,25,1,7,4.5,trump_tariff_speech
1206,us companies is harmed by other countries and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,11,25,2,9,5.5,trump_tariff_speech
1207,us companies has been cheated by state backed competitors and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,14,25,0,4,3.0,trump_tariff_speech
1208,american workers is harmed by unfair trade partners and tariffs are the answer,campaign style messaging supporting protectionist economics,13,25,1,7,4.5,trump_tariff_speech
1209,american workers has been treated unfairly by overseas economies and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,14,25,1,7,4.5,trump_tariff_speech
1210,america loses billions to unfair trade partners and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,12,25,0,4,3.0,trump_tariff_speech
1211,our economy has been treated unfairly by export heavy countries and tariffs will protect jobs,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,7,4.5,trump_tariff_speech
1212,the american market has been cheated by non reciprocal partners and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,16,25,0,4,3.0,trump_tariff_speech
1213,us companies is taken advantage of by non reciprocal partners and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
1214,american businesses is exploited by global competitors and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,12,25,1,5,3.5,trump_tariff_speech
1215,our trade system is exploited by overseas economies and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,14,25,1,5,3.5,trump_tariff_speech
1216,the united states is harmed by certain trading nations and tariffs will restore fairness,campaign style messaging supporting protectionist economics,14,25,1,7,4.5,trump_tariff_speech
1217,us companies is harmed by export heavy countries and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,13,25,1,7,4.5,trump_tariff_speech
1218,the american market has been cheated by overseas economies and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,13,25,1,6,4.0,trump_tariff_speech
1219,american workers is harmed by non reciprocal partners and tariffs are needed,policy simplification that elevates tariffs as primary solution,12,25,1,6,4.0,trump_tariff_speech
1220,us companies is exploited by other countries and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,12,25,1,5,3.5,trump_tariff_speech
1221,our domestic producers has been cheated by aggressive exporters and tariffs must be imposed,political messaging emphasizing america first trade ideology,14,25,2,9,5.5,trump_tariff_speech
1222,american businesses loses billions to aggressive exporters and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
1223,our industries loses billions to overseas economies and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,12,25,1,5,3.5,trump_tariff_speech
1224,our industries has been treated unfairly by overseas economies and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,15,25,1,6,4.0,trump_tariff_speech
1225,the united states gets the short end from other countries and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,16,25,1,6,4.0,trump_tariff_speech
1226,american workers is weakened by certain trading nations and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,14,25,0,3,2.5,trump_tariff_speech
1227,our trade system faces imbalance with unfair trade partners and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,14,25,0,3,2.5,trump_tariff_speech
1228,our economy is taken advantage of by non reciprocal partners and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,2,8,5.0,trump_tariff_speech
1229,the american market suffers losses from non reciprocal partners and new tariffs will respond,economic populism linking job losses to foreign trade behavior,14,25,2,9,5.5,trump_tariff_speech
1230,our manufacturing base is harmed by non reciprocal partners and tariffs must be imposed,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
1231,the american market has been treated unfairly by non reciprocal partners and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,17,25,0,4,3.0,trump_tariff_speech
1232,our country is harmed by overseas economies and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,12,25,2,9,5.5,trump_tariff_speech
1233,our country is harmed by unfair trade partners and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,14,25,1,5,3.5,trump_tariff_speech
1234,the american market is weakened by global competitors and tariffs will correct the imbalance,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,1,6,4.0,trump_tariff_speech
1235,our industries is weakened by aggressive exporters and tariffs will bring leverage,campaign style messaging supporting protectionist economics,12,25,1,6,4.0,trump_tariff_speech
1236,us companies loses billions to other countries and tariffs will correct the imbalance,simplified economic argument suggesting tariffs will fix trade deficits,13,25,0,3,2.5,trump_tariff_speech
1237,the american market loses billions to overseas economies and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,13,25,1,5,3.5,trump_tariff_speech
1238,our industries loses billions to non reciprocal partners and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,5,3.5,trump_tariff_speech
1239,the united states has been cheated by unfair trade partners and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,15,25,2,8,5.0,trump_tariff_speech
1240,american businesses is taken advantage of by overseas economies and tariffs will rebalance trade,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,5,3.5,trump_tariff_speech
1241,our industries is weakened by foreign nations and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,12,25,1,6,4.0,trump_tariff_speech
1242,our economy gets the short end from unfair trade partners and tariffs are the answer,policy simplification that elevates tariffs as primary solution,15,25,2,8,5.0,trump_tariff_speech
1243,american businesses is taken advantage of by state backed competitors and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,15,25,0,3,2.5,trump_tariff_speech
1244,the american market suffers losses from export heavy countries and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,14,25,1,7,4.5,trump_tariff_speech
1245,america loses billions to other countries and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,11,25,1,5,3.5,trump_tariff_speech
1246,our economy is exploited by other countries and tariffs are needed,economic populism linking job losses to foreign trade behavior,11,25,1,5,3.5,trump_tariff_speech
1247,american workers is harmed by export heavy countries and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,13,25,0,4,3.0,trump_tariff_speech
1248,the united states suffers losses from export heavy countries and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,14,25,1,6,4.0,trump_tariff_speech
1249,us companies has been treated unfairly by aggressive exporters and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,3,2.5,trump_tariff_speech
1250,our manufacturing base is harmed by overseas economies and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,6,4.0,trump_tariff_speech
1251,america is exploited by export heavy countries and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,12,25,2,8,5.0,trump_tariff_speech
1252,our economy is weakened by other countries and tariffs are the answer,policy simplification that elevates tariffs as primary solution,12,25,1,6,4.0,trump_tariff_speech
1253,america has been cheated by export heavy countries and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,13,25,1,6,4.0,trump_tariff_speech
1254,american workers is exploited by other countries and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
1255,american workers suffers losses from non reciprocal partners and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,13,25,1,6,4.0,trump_tariff_speech
1256,us companies gets the short end from non reciprocal partners and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,15,25,2,9,5.5,trump_tariff_speech
1257,our trade system faces imbalance with unfair trade partners and tariffs will rebalance trade,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,5,3.5,trump_tariff_speech
1258,american factories suffers losses from aggressive exporters and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,12,25,0,4,3.0,trump_tariff_speech
1259,us companies has been cheated by global competitors and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,12,25,1,5,3.5,trump_tariff_speech
1260,the united states suffers losses from aggressive exporters and tariffs are the answer,policy simplification that elevates tariffs as primary solution,13,25,0,3,2.5,trump_tariff_speech
1261,the united states faces imbalance with foreign nations and strong tariffs are required,policy simplification that elevates tariffs as primary solution,13,25,0,4,3.0,trump_tariff_speech
1262,us companies gets the short end from foreign nations and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,14,25,1,5,3.5,trump_tariff_speech
1263,the american market suffers losses from certain trading nations and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,13,25,0,3,2.5,trump_tariff_speech
1264,our domestic producers is taken advantage of by non reciprocal partners and tariffs will rebalance trade,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,1,5,3.5,trump_tariff_speech
1265,the american market is taken advantage of by unfair trade partners and tariffs will bring leverage,political messaging emphasizing america first trade ideology,16,25,1,5,3.5,trump_tariff_speech
1266,american factories has been cheated by overseas economies and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,6,4.0,trump_tariff_speech
1267,american workers faces imbalance with aggressive exporters and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,12,25,2,9,5.5,trump_tariff_speech
1268,the united states is harmed by non reciprocal partners and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,14,25,1,6,4.0,trump_tariff_speech
1269,our industries gets the short end from unfair trade partners and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,15,25,1,7,4.5,trump_tariff_speech
1270,america gets the short end from global competitors and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,13,25,1,6,4.0,trump_tariff_speech
1271,american factories is weakened by aggressive exporters and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,13,25,0,3,2.5,trump_tariff_speech
1272,our domestic producers is taken advantage of by export heavy countries and tariffs will bring leverage,campaign style messaging supporting protectionist economics,16,25,1,5,3.5,trump_tariff_speech
1273,our economy gets the short end from other countries and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,1,6,4.0,trump_tariff_speech
1274,america has been treated unfairly by certain trading nations and tariffs are the answer,campaign style messaging supporting protectionist economics,14,25,0,4,3.0,trump_tariff_speech
1275,the american market is taken advantage of by aggressive exporters and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,2,8,5.0,trump_tariff_speech
1276,the american market gets the short end from state backed competitors and new tariffs will respond,assertive trade narrative framing tariffs as defensive tools,16,25,0,4,3.0,trump_tariff_speech
1277,the american market is harmed by non reciprocal partners and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,0,3,2.5,trump_tariff_speech
1278,american businesses faces imbalance with state backed competitors and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,13,25,2,9,5.5,trump_tariff_speech
1279,our economy has been cheated by global competitors and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,5,3.5,trump_tariff_speech
1280,our trade system is exploited by export heavy countries and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,14,25,1,7,4.5,trump_tariff_speech
1281,america is harmed by other countries and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,10,25,0,4,3.0,trump_tariff_speech
1282,the american market has been treated unfairly by foreign nations and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,16,25,1,6,4.0,trump_tariff_speech
1283,american factories is harmed by export heavy countries and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,13,25,1,5,3.5,trump_tariff_speech
1284,our industries has been treated unfairly by non reciprocal partners and tariffs are needed,political messaging emphasizing america first trade ideology,14,25,2,9,5.5,trump_tariff_speech
1285,our industries is exploited by other countries and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,12,25,2,9,5.5,trump_tariff_speech
1286,american factories has been cheated by certain trading nations and tariffs are needed,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
1287,american workers loses billions to overseas economies and tariffs will restore fairness,political messaging emphasizing america first trade ideology,12,25,1,6,4.0,trump_tariff_speech
1288,our economy faces imbalance with non reciprocal partners and tariffs will restore fairness,campaign style messaging supporting protectionist economics,13,25,2,8,5.0,trump_tariff_speech
1289,our country loses billions to unfair trade partners and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,14,25,1,5,3.5,trump_tariff_speech
1290,our economy is exploited by certain trading nations and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,6,4.0,trump_tariff_speech
1291,american factories has been cheated by aggressive exporters and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
1292,american workers is exploited by certain trading nations and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,13,25,2,9,5.5,trump_tariff_speech
1293,us companies loses billions to foreign nations and tariffs will protect jobs,political messaging emphasizing america first trade ideology,12,25,0,3,2.5,trump_tariff_speech
1294,our manufacturing base has been cheated by non reciprocal partners and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,15,25,2,8,5.0,trump_tariff_speech
1295,our domestic producers has been treated unfairly by global competitors and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,16,25,2,9,5.5,trump_tariff_speech
1296,american workers is harmed by state backed competitors and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
1297,our domestic producers is taken advantage of by certain trading nations and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,17,25,1,7,4.5,trump_tariff_speech
1298,our domestic producers loses billions to export heavy countries and tariffs are the answer,policy simplification that elevates tariffs as primary solution,14,25,1,6,4.0,trump_tariff_speech
1299,the american market suffers losses from unfair trade partners and tariffs are the answer,rhetorical justification for protectionist tariff policy,14,25,1,6,4.0,trump_tariff_speech
1300,our domestic producers is weakened by global competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,14,25,2,9,5.5,trump_tariff_speech
1301,american businesses has been treated unfairly by overseas economies and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,15,25,0,4,3.0,trump_tariff_speech
1302,american workers has been treated unfairly by state backed competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,16,25,1,5,3.5,trump_tariff_speech
1303,american factories is weakened by aggressive exporters and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,12,25,2,8,5.0,trump_tariff_speech
1304,the american market has been cheated by unfair trade partners and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,2,8,5.0,trump_tariff_speech
1305,american workers is weakened by overseas economies and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,2,8,5.0,trump_tariff_speech
1306,us companies is taken advantage of by export heavy countries and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,15,25,2,8,5.0,trump_tariff_speech
1307,american workers is taken advantage of by export heavy countries and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,6,4.0,trump_tariff_speech
1308,our economy gets the short end from state backed competitors and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,15,25,2,9,5.5,trump_tariff_speech
1309,us companies has been treated unfairly by unfair trade partners and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,15,25,0,4,3.0,trump_tariff_speech
1310,our manufacturing base gets the short end from aggressive exporters and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,2,8,5.0,trump_tariff_speech
1311,our domestic producers is weakened by non reciprocal partners and tariffs are needed,rhetorical justification for protectionist tariff policy,13,25,1,7,4.5,trump_tariff_speech
1312,our country is taken advantage of by export heavy countries and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,15,25,1,7,4.5,trump_tariff_speech
1313,the united states suffers losses from non reciprocal partners and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,14,25,0,3,2.5,trump_tariff_speech
1314,our domestic producers suffers losses from foreign nations and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,13,25,0,4,3.0,trump_tariff_speech
1315,the american market faces imbalance with global competitors and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,6,4.0,trump_tariff_speech
1316,our country is weakened by state backed competitors and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,13,25,2,9,5.5,trump_tariff_speech
1317,our trade system has been cheated by unfair trade partners and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,15,25,1,5,3.5,trump_tariff_speech
1318,america has been treated unfairly by certain trading nations and new tariffs will respond,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,5,3.5,trump_tariff_speech
1319,our economy loses billions to non reciprocal partners and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,3,2.5,trump_tariff_speech
1320,us companies is weakened by unfair trade partners and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
1321,our trade system has been cheated by state backed competitors and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,15,25,2,9,5.5,trump_tariff_speech
1322,the american market loses billions to export heavy countries and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,6,4.0,trump_tariff_speech
1323,our trade system has been cheated by overseas economies and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
1324,american workers is taken advantage of by export heavy countries and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,15,25,0,3,2.5,trump_tariff_speech
1325,us companies loses billions to non reciprocal partners and strong tariffs are required,campaign style messaging supporting protectionist economics,13,25,1,7,4.5,trump_tariff_speech
1326,the american market is taken advantage of by foreign nations and tariffs are needed,political messaging emphasizing america first trade ideology,14,25,2,9,5.5,trump_tariff_speech
1327,america has been cheated by state backed competitors and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
1328,our industries is weakened by state backed competitors and tariffs will correct the imbalance,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,0,4,3.0,trump_tariff_speech
1329,our trade system suffers losses from overseas economies and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,13,25,0,3,2.5,trump_tariff_speech
